article,date,sales
1,2014-05-25,278
1,2014-05-26,169
1,2014-05-27,224
1,2014-05-28,220
1,2014-05-29,244
1,2014-05-30,264
1,2014-05-31,257
1,2014-06-01,326
1,2014-06-02,165
1,2014-06-03,238
1,2014-06-04,245
1,2014-06-05,243
1,2014-06-06,264
1,2014-06-07,304
1,2014-06-08,299
1,2014-06-09,217
1,2014-06-10,265
1,2014-06-11,263
1,2014-06-12,260
1,2014-06-13,277
1,2014-06-14,312
1,2014-06-15,325
1,2014-06-16,215
1,2014-06-17,263
1,2014-06-18,237
1,2014-06-19,274
1,2014-06-20,277
1,2014-06-21,301
1,2014-06-22,314
1,2014-06-23,200
1,2014-06-24,238
1,2014-06-25,239
1,2014-06-26,263
1,2014-06-27,269
1,2014-06-28,308
1,2014-06-29,297
1,2014-06-30,190
1,2014-07-01,216
1,2014-07-02,242
1,2014-07-03,261
1,2014-07-04,289
1,2014-07-05,318
1,2014-07-06,321
1,2014-07-07,204
1,2014-07-08,226
1,2014-07-09,243
1,2014-07-10,255
1,2014-07-11,267
1,2014-07-12,316
1,2014-07-13,314
1,2014-07-14,241
1,2014-07-15,234
1,2014-07-16,264
1,2014-07-17,273
1,2014-07-18,304
1,2014-07-19,290
1,2014-07-20,338
1,2014-07-21,236
1,2014-07-22,312
1,2014-07-23,236
1,2014-07-24,248
1,2014-07-25,319
1,2014-07-26,283
1,2014-07-27,330
1,2014-07-28,238
1,2014-07-29,215
1,2014-07-30,253
1,2014-07-31,244
1,2014-08-01,237
1,2014-08-02,297
1,2014-08-03,279
1,2014-08-04,173
1,2014-08-05,194
1,2014-08-06,245
1,2014-08-07,244
1,2014-08-08,268
1,2014-08-09,267
1,2014-08-10,242
1,2014-08-11,179
1,2014-08-12,195
1,2014-08-13,220
1,2014-08-14,208
1,2014-08-15,261
1,2014-08-16,258
1,2014-08-17,309
1,2014-08-18,187
1,2014-08-19,213
1,2014-08-20,215
1,2014-08-21,197
1,2014-08-22,250
1,2014-08-23,257
1,2014-08-24,303
1,2014-08-25,187
1,2014-08-26,226
1,2014-08-27,246
1,2014-08-28,232
1,2014-08-29,245
1,2014-08-30,265
1,2014-08-31,302
1,2014-09-01,179
1,2014-09-02,194
1,2014-09-03,209
1,2014-09-04,258
1,2014-09-05,244
1,2014-09-06,262
1,2014-09-07,249
1,2014-09-08,173
1,2014-09-09,236
1,2014-09-10,219
1,2014-09-11,219
1,2014-09-12,219
1,2014-09-13,243
1,2014-09-14,259
1,2014-09-15,189
1,2014-09-16,187
1,2014-09-17,231
1,2014-09-18,230
1,2014-09-19,218
1,2014-09-20,269
1,2014-09-21,220
1,2014-09-22,169
1,2014-09-23,176
1,2014-09-24,193
1,2014-09-25,236
1,2014-09-26,258
1,2014-09-27,240
1,2014-09-28,244
1,2014-09-29,170
1,2014-09-30,206
1,2014-10-01,173
1,2014-10-02,203
1,2014-10-03,240
1,2014-10-04,228
1,2014-10-05,256
1,2014-10-06,140
1,2014-10-07,196
1,2014-10-08,213
1,2014-10-09,201
1,2014-10-10,220
1,2014-10-11,230
1,2014-10-12,254
1,2014-10-13,166
1,2014-10-14,197
1,2014-10-15,199
1,2014-10-16,220
1,2014-10-17,182
1,2014-10-18,240
1,2014-10-19,238
1,2014-10-20,147
1,2014-10-21,192
1,2014-10-22,188
1,2014-10-23,237
1,2014-10-24,214
1,2014-10-25,227
1,2014-10-26,262
1,2014-10-27,152
1,2014-10-28,189
1,2014-10-29,181
1,2014-10-30,206
1,2014-10-31,220
1,2014-11-01,240
1,2014-11-02,244
1,2014-11-03,179
1,2014-11-04,191
1,2014-11-05,190
1,2014-11-06,251
1,2014-11-07,249
1,2014-11-08,225
1,2014-11-09,257
1,2014-11-10,173
1,2014-11-11,218
1,2014-11-12,201
1,2014-11-13,196
1,2014-11-14,238
1,2014-11-15,249
1,2014-11-16,279
1,2014-11-17,178
1,2014-11-18,207
1,2014-11-19,223
1,2014-11-20,244
1,2014-11-21,254
1,2014-11-22,245
1,2014-11-23,243
1,2014-11-24,183
1,2014-11-25,193
1,2014-11-26,213
1,2014-11-27,236
1,2014-11-28,252
1,2014-11-29,239
1,2014-11-30,252
1,2014-12-01,122
1,2014-12-02,158
1,2014-12-03,138
1,2014-12-04,165
1,2014-12-05,179
1,2014-12-06,189
1,2014-12-07,172
1,2014-12-08,135
1,2014-12-09,132
1,2014-12-10,143
1,2014-12-11,153
1,2014-12-12,155
1,2014-12-13,175
1,2014-12-14,185
1,2014-12-15,137
1,2014-12-16,147
1,2014-12-17,163
1,2014-12-18,148
1,2014-12-19,154
1,2014-12-20,176
1,2014-12-21,190
1,2014-12-22,127
1,2014-12-23,162
1,2014-12-24,170
1,2014-12-25,170
1,2014-12-26,156
1,2014-12-27,187
1,2014-12-28,201
1,2014-12-29,131
1,2014-12-30,150
1,2014-12-31,140
1,2015-01-01,143
1,2015-01-02,156
1,2015-01-03,165
1,2015-01-04,186
1,2015-01-05,112
1,2015-01-06,131
1,2015-01-07,135
1,2015-01-08,143
1,2015-01-09,172
1,2015-01-10,168
1,2015-01-11,201
1,2015-01-12,112
1,2015-01-13,135
1,2015-01-14,130
1,2015-01-15,111
1,2015-01-16,143
1,2015-01-17,180
1,2015-01-18,179
1,2015-01-19,119
1,2015-01-20,131
1,2015-01-21,147
1,2015-01-22,126
1,2015-01-23,182
1,2015-01-24,186
1,2015-01-25,181
1,2015-01-26,124
1,2015-01-27,136
1,2015-01-28,134
1,2015-01-29,135
1,2015-01-30,160
1,2015-01-31,163
1,2015-02-01,205
1,2015-02-02,116
1,2015-02-03,152
1,2015-02-04,152
1,2015-02-05,178
1,2015-02-06,157
1,2015-02-07,187
1,2015-02-08,185
1,2015-02-09,152
1,2015-02-10,136
1,2015-02-11,156
1,2015-02-12,181
1,2015-02-13,160
1,2015-02-14,196
1,2015-02-15,204
1,2015-02-16,145
1,2015-02-17,155
1,2015-02-18,129
1,2015-02-19,164
1,2015-02-20,182
1,2015-02-21,203
1,2015-02-22,223
1,2015-02-23,130
1,2015-02-24,127
1,2015-02-25,154
1,2015-02-26,152
1,2015-02-27,169
1,2015-02-28,183
1,2015-03-01,240
1,2015-03-02,158
1,2015-03-03,172
1,2015-03-04,188
1,2015-03-05,190
1,2015-03-06,218
1,2015-03-07,216
1,2015-03-08,233
1,2015-03-09,149
1,2015-03-10,192
1,2015-03-11,203
1,2015-03-12,215
1,2015-03-13,223
1,2015-03-14,219
1,2015-03-15,229
1,2015-03-16,151
1,2015-03-17,163
1,2015-03-18,178
1,2015-03-19,178
1,2015-03-20,213
1,2015-03-21,234
1,2015-03-22,251
1,2015-03-23,147
1,2015-03-24,187
1,2015-03-25,181
1,2015-03-26,180
1,2015-03-27,212
1,2015-03-28,236
1,2015-03-29,239
1,2015-03-30,142
1,2015-03-31,184
1,2015-04-01,204
1,2015-04-02,221
1,2015-04-03,291
1,2015-04-04,286
1,2015-04-05,248
1,2015-04-06,202
1,2015-04-07,213
1,2015-04-08,223
1,2015-04-09,224
1,2015-04-10,242
1,2015-04-11,284
1,2015-04-12,293
1,2015-04-13,185
1,2015-04-14,241
1,2015-04-15,222
1,2015-04-16,224
1,2015-04-17,250
1,2015-04-18,258
1,2015-04-19,271
1,2015-04-20,166
1,2015-04-21,213
1,2015-04-22,216
1,2015-04-23,223
1,2015-04-24,242
1,2015-04-25,281
1,2015-04-26,295
1,2015-04-27,167
1,2015-04-28,210
1,2015-04-29,210
1,2015-04-30,255
1,2015-05-01,258
1,2015-05-02,307
1,2015-05-03,300
1,2015-05-04,186
1,2015-05-05,266
1,2015-05-06,242
1,2015-05-07,247
1,2015-05-08,233
1,2015-05-09,281
1,2015-05-10,301
1,2015-05-11,197
1,2015-05-12,231
1,2015-05-13,211
1,2015-05-14,243
1,2015-05-15,271
1,2015-05-16,267
1,2015-05-17,296
1,2015-05-18,184
1,2015-05-19,223
1,2015-05-20,228
1,2015-05-21,240
1,2015-05-22,279
1,2015-05-23,277
1,2015-05-24,273
1,2015-05-25,207
1,2015-05-26,236
1,2015-05-27,221
1,2015-05-28,235
1,2015-05-29,260
1,2015-05-30,280
1,2015-05-31,278
1,2015-06-01,240
1,2015-06-02,232
1,2015-06-03,258
1,2015-06-04,284
1,2015-06-05,289
1,2015-06-06,315
1,2015-06-07,327
1,2015-06-08,191
1,2015-06-09,258
1,2015-06-10,247
1,2015-06-11,259
1,2015-06-12,270
1,2015-06-13,304
1,2015-06-14,348
1,2015-06-15,197
1,2015-06-16,243
1,2015-06-17,247
1,2015-06-18,278
1,2015-06-19,278
1,2015-06-20,315
1,2015-06-21,307
1,2015-06-22,193
1,2015-06-23,262
1,2015-06-24,239
1,2015-06-25,257
1,2015-06-26,284
1,2015-06-27,290
1,2015-06-28,326
1,2015-06-29,221
1,2015-06-30,233
1,2015-07-01,255
1,2015-07-02,293
1,2015-07-03,300
1,2015-07-04,317
1,2015-07-05,347
1,2015-07-06,233
1,2015-07-07,282
1,2015-07-08,256
1,2015-07-09,304
1,2015-07-10,292
1,2015-07-11,308
1,2015-07-12,325
1,2015-07-13,236
1,2015-07-14,247
1,2015-07-15,263
1,2015-07-16,306
1,2015-07-17,320
1,2015-07-18,335
1,2015-07-19,348
1,2015-07-20,214
1,2015-07-21,285
1,2015-07-22,233
1,2015-07-23,281
1,2015-07-24,263
1,2015-07-25,319
1,2015-07-26,334
1,2015-07-27,221
1,2015-07-28,275
1,2015-07-29,250
1,2015-07-30,328
1,2015-07-31,268
1,2015-08-01,253
1,2015-08-02,276
1,2015-08-03,205
1,2015-08-04,224
1,2015-08-05,245
1,2015-08-06,258
1,2015-08-07,235
1,2015-08-08,266
1,2015-08-09,347
1,2015-08-10,202
1,2015-08-11,253
1,2015-08-12,223
1,2015-08-13,252
1,2015-08-14,254
1,2015-08-15,285
1,2015-08-16,318
1,2015-08-17,219
1,2015-08-18,224
1,2015-08-19,228
1,2015-08-20,249
1,2015-08-21,287
1,2015-08-22,295
1,2015-08-23,270
1,2015-08-24,202
1,2015-08-25,209
1,2015-08-26,205
1,2015-08-27,242
1,2015-08-28,275
1,2015-08-29,251
1,2015-08-30,325
1,2015-08-31,193
1,2015-09-01,241
1,2015-09-02,237
1,2015-09-03,233
1,2015-09-04,239
1,2015-09-05,284
1,2015-09-06,262
1,2015-09-07,186
1,2015-09-08,221
1,2015-09-09,190
1,2015-09-10,226
1,2015-09-11,240
1,2015-09-12,249
1,2015-09-13,288
1,2015-09-14,207
1,2015-09-15,233
1,2015-09-16,230
1,2015-09-17,217
1,2015-09-18,247
1,2015-09-19,271
1,2015-09-20,266
1,2015-09-21,194
1,2015-09-22,213
1,2015-09-23,216
1,2015-09-24,221
1,2015-09-25,248
1,2015-09-26,254
1,2015-09-27,283
1,2015-09-28,192
1,2015-09-29,216
1,2015-09-30,207
1,2015-10-01,211
1,2015-10-02,210
1,2015-10-03,240
1,2015-10-04,245
1,2015-10-05,157
1,2015-10-06,195
1,2015-10-07,184
1,2015-10-08,218
1,2015-10-09,213
1,2015-10-10,237
1,2015-10-11,251
1,2015-10-12,152
1,2015-10-13,228
1,2015-10-14,186
1,2015-10-15,182
1,2015-10-16,205
1,2015-10-17,239
1,2015-10-18,261
1,2015-10-19,139
1,2015-10-20,192
1,2015-10-21,194
1,2015-10-22,248
1,2015-10-23,245
1,2015-10-24,228
1,2015-10-25,280
1,2015-10-26,192
1,2015-10-27,210
1,2015-10-28,205
1,2015-10-29,218
1,2015-10-30,220
1,2015-10-31,259
1,2015-11-01,263
1,2015-11-02,179
1,2015-11-03,214
1,2015-11-04,234
1,2015-11-05,215
1,2015-11-06,258
1,2015-11-07,242
1,2015-11-08,297
1,2015-11-09,170
1,2015-11-10,181
1,2015-11-11,222
1,2015-11-12,250
1,2015-11-13,263
1,2015-11-14,260
1,2015-11-15,292
1,2015-11-16,195
1,2015-11-17,254
1,2015-11-18,222
1,2015-11-19,233
1,2015-11-20,266
1,2015-11-21,249
1,2015-11-22,293
1,2015-11-23,211
1,2015-11-24,233
1,2015-11-25,195
1,2015-11-26,217
1,2015-11-27,263
1,2015-11-28,284
1,2015-11-29,287
1,2015-11-30,160
1,2015-12-01,138
1,2015-12-02,161
1,2015-12-03,160
1,2015-12-04,169
1,2015-12-05,155
1,2015-12-06,184
1,2015-12-07,145
1,2015-12-08,140
1,2015-12-09,144
1,2015-12-10,157
1,2015-12-11,186
1,2015-12-12,181
1,2015-12-13,176
1,2015-12-14,124
1,2015-12-15,150
1,2015-12-16,172
1,2015-12-17,136
1,2015-12-18,191
1,2015-12-19,188
1,2015-12-20,158
1,2015-12-21,137
1,2015-12-22,141
1,2015-12-23,152
1,2015-12-24,160
1,2015-12-25,186
1,2015-12-26,153
1,2015-12-27,205
1,2015-12-28,113
1,2015-12-29,155
1,2015-12-30,172
1,2015-12-31,163
1,2016-01-01,182
1,2016-01-02,189
1,2016-01-03,214
1,2016-01-04,145
1,2016-01-05,155
1,2016-01-06,152
1,2016-01-07,135
1,2016-01-08,165
1,2016-01-09,180
1,2016-01-10,183
1,2016-01-11,132
1,2016-01-12,138
1,2016-01-13,141
1,2016-01-14,173
1,2016-01-15,179
1,2016-01-16,163
1,2016-01-17,190
1,2016-01-18,130
1,2016-01-19,136
1,2016-01-20,146
1,2016-01-21,139
1,2016-01-22,166
1,2016-01-23,188
1,2016-01-24,166
1,2016-01-25,143
1,2016-01-26,155
1,2016-01-27,149
1,2016-01-28,155
1,2016-01-29,181
1,2016-01-30,177
1,2016-01-31,161
1,2016-02-01,130
1,2016-02-02,171
1,2016-02-03,170
1,2016-02-04,188
1,2016-02-05,185
1,2016-02-06,193
1,2016-02-07,237
1,2016-02-08,138
1,2016-02-09,176
1,2016-02-10,179
1,2016-02-11,174
1,2016-02-12,190
1,2016-02-13,199
1,2016-02-14,200
1,2016-02-15,134
1,2016-02-16,178
1,2016-02-17,172
1,2016-02-18,180
1,2016-02-19,213
1,2016-02-20,213
1,2016-02-21,185
1,2016-02-22,136
1,2016-02-23,151
1,2016-02-24,170
1,2016-02-25,174
1,2016-02-26,192
1,2016-02-27,195
1,2016-02-28,211
1,2016-02-29,126
1,2016-03-01,209
1,2016-03-02,188
1,2016-03-03,220
1,2016-03-04,217
1,2016-03-05,269
1,2016-03-06,256
1,2016-03-07,171
1,2016-03-08,181
1,2016-03-09,208
1,2016-03-10,204
1,2016-03-11,215
1,2016-03-12,246
1,2016-03-13,247
1,2016-03-14,162
1,2016-03-15,179
1,2016-03-16,211
1,2016-03-17,209
1,2016-03-18,222
1,2016-03-19,261
1,2016-03-20,235
1,2016-03-21,181
1,2016-03-22,212
1,2016-03-23,201
1,2016-03-24,183
1,2016-03-25,241
1,2016-03-26,236
1,2016-03-27,263
1,2016-03-28,185
1,2016-03-29,229
1,2016-03-30,201
1,2016-03-31,182
1,2016-04-01,282
1,2016-04-02,261
1,2016-04-03,310
1,2016-04-04,198
1,2016-04-05,231
1,2016-04-06,231
1,2016-04-07,232
1,2016-04-08,268
1,2016-04-09,303
1,2016-04-10,316
1,2016-04-11,217
1,2016-04-12,242
1,2016-04-13,239
1,2016-04-14,263
1,2016-04-15,265
1,2016-04-16,292
1,2016-04-17,298
1,2016-04-18,195
1,2016-04-19,232
1,2016-04-20,250
1,2016-04-21,252
1,2016-04-22,240
1,2016-04-23,275
1,2016-04-24,316
1,2016-04-25,204
1,2016-04-26,230
1,2016-04-27,222
1,2016-04-28,255
1,2016-04-29,278
1,2016-04-30,300
1,2016-05-01,322
1,2016-05-02,201
1,2016-05-03,258
1,2016-05-04,258
1,2016-05-05,269
1,2016-05-06,294
1,2016-05-07,283
1,2016-05-08,311
1,2016-05-09,222
1,2016-05-10,255
1,2016-05-11,239
1,2016-05-12,241
1,2016-05-13,302
1,2016-05-14,323
1,2016-05-15,335
1,2016-05-16,212
1,2016-05-17,235
1,2016-05-18,237
1,2016-05-19,270
1,2016-05-20,295
1,2016-05-21,296
1,2016-05-22,308
1,2016-05-23,199
1,2016-05-24,266
1,2016-05-25,246
1,2016-05-26,230
1,2016-05-27,283
1,2016-05-28,294
1,2016-05-29,340
1,2016-05-30,190
1,2016-05-31,226
1,2016-06-01,253
1,2016-06-02,280
1,2016-06-03,304
1,2016-06-04,312
1,2016-06-05,363
1,2016-06-06,252
1,2016-06-07,258
1,2016-06-08,252
1,2016-06-09,259
1,2016-06-10,326
1,2016-06-11,318
1,2016-06-12,358
1,2016-06-13,250
1,2016-06-14,262
1,2016-06-15,272
1,2016-06-16,273
1,2016-06-17,325
1,2016-06-18,339
1,2016-06-19,320
1,2016-06-20,232
1,2016-06-21,299
1,2016-06-22,260
1,2016-06-23,307
1,2016-06-24,342
