article,date,sales
constant,2024-02-01,7.0
constant,2024-03-01,7.0
constant,2024-04-01,7.0
constant,2024-05-01,7.0
constant,2024-06-01,7.0
constant,2024-07-01,7.0
constant,2024-08-01,7.0
constant,2024-09-01,7.0
constant,2024-10-01,7.0
constant,2024-11-01,7.0
constant,2024-12-01,7.0
small_total,2023-01-01,0.2
small_total,2023-02-01,0.4
small_total,2023-03-01,0.2
small_total,2023-04-01,0.4
small_total,2023-05-01,0.2
small_total,2023-06-01,0.4
small_total,2023-07-01,0.2
small_total,2023-08-01,0.4
small_total,2023-09-01,0.2
small_total,2023-10-01,0.4
small_total,2023-11-01,0.2
small_total,2023-12-01,0.4
small_total,2024-01-01,0.2
small_total,2024-02-01,0.4
small_total,2024-03-01,0.2
small_total,2024-04-01,0.4
small_total,2024-05-01,0.2
small_total,2024-06-01,0.4
small_total,2024-07-01,0.2
small_total,2024-08-01,0.4
small_total,2024-09-01,0.2
small_total,2024-10-01,0.4
small_total,2024-11-01,0.2
small_total,2024-12-01,0.4
edge_zeros_ok,2023-01-01,0.0
edge_zeros_ok,2023-02-01,0.0
edge_zeros_ok,2023-03-01,0.0
edge_zeros_ok,2023-04-01,37.0
edge_zeros_ok,2023-05-01,20.0
edge_zeros_ok,2023-06-01,10.0
edge_zeros_ok,2023-07-01,34.0
edge_zeros_ok,2023-08-01,27.0
edge_zeros_ok,2023-09-01,29.0
edge_zeros_ok,2023-10-01,8.0
edge_zeros_ok,2023-11-01,15.0
edge_zeros_ok,2023-12-01,31.0
edge_zeros_ok,2024-01-01,34.0
edge_zeros_ok,2024-02-01,20.0
edge_zeros_ok,2024-03-01,33.0
edge_zeros_ok,2024-04-01,34.0
edge_zeros_ok,2024-05-01,18.0
edge_zeros_ok,2024-06-01,36.0
edge_zeros_ok,2024-07-01,15.0
edge_zeros_ok,2024-08-01,13.0
edge_zeros_ok,2024-09-01,28.0
edge_zeros_ok,2024-10-01,0.0
edge_zeros_ok,2024-11-01,0.0
edge_zeros_ok,2024-12-01,0.0
short,2023-01-01,20.0
short,2023-02-01,8.0
short,2023-03-01,25.0
short,2023-04-01,9.0
short,2023-05-01,25.0
short,2023-06-01,5.0
short,2023-07-01,24.0
short,2023-08-01,24.0
short,2023-09-01,24.0
short,2023-10-01,21.0
has_duplicates,2023-01-01,26.0
has_duplicates,2023-02-01,36.0
has_duplicates,2023-03-01,17.0
has_duplicates,2023-04-01,40.0
has_duplicates,2023-05-01,30.0
has_duplicates,2023-06-01,25.0
has_duplicates,2023-07-01,27.0
has_duplicates,2023-08-01,30.0
has_duplicates,2023-09-01,6.0
has_duplicates,2023-10-01,11.0
has_duplicates,2023-11-01,16.0
has_duplicates,2023-12-01,10.0
has_duplicates,2024-01-01,24.0
has_duplicates,2024-02-01,35.0
has_duplicates,2024-03-01,34.0
has_duplicates,2024-04-01,26.0
has_duplicates,2024-05-01,43.0
has_duplicates,2024-06-01,30.0
has_duplicates,2024-07-01,8.0
has_duplicates,2024-08-01,39.0
has_duplicates,2024-09-01,30.0
has_duplicates,2024-10-01,33.0
has_duplicates,2024-11-01,30.0
has_duplicates,2024-12-01,29.0
has_duplicates,2023-01-01,1.0
has_duplicates,2023-02-01,6.0
has_duplicates,2023-03-01,8.0
has_duplicates,2023-04-01,3.0
has_duplicates,2023-05-01,6.0
